Model,Brier_Score,Validation_Event_Rate,Mean_Predicted_Probability
Hist_Gradient_Boosting,0.08987870776566395,0.09489916963226572,0.08452835238305556
Logistic_Regression,0.09097408687208167,0.09489916963226572,0.060926673184933736
Random_Forest,0.1309671989934363,0.09489916963226572,0.3085515036177549
