Selected_Model,Target,Reference_Threshold,SHAP_Observations,Feature_Count,Top_Feature,Top_Mean_Absolute_SHAP
Random_Forest_Baseline,Target_DD_5Pct_10D,0.4,2000,55,Volatility_20D,0.03365857002653585
